family,output_json,requested_mode,materialization_mode,num_points,storage_bytes,smolyak_abs_error,smolyak_warm_ms,mc_same_budget_abs_error,mc_same_budget_warm_ms,mc_match_num_samples,mc_match_abs_error,mc_match_warm_ms,smolyak_more_accurate_same_budget,smolyak_faster_same_budget,smolyak_faster_on_warm_runtime
gaussian,experiments/smolyak_experiment/results/weighted_level20_compare_sweep_20260401/compare_smolyak_vs_mc_1775041513.json,indexed,indexed,22706,2984248,0.1983071431496159,1.4123176709593583,7.328180117193404e-05,0.29116708174115047,1024,0.00046382936680140936,0.20567049796227366,False,False,False
anisotropic_gaussian,experiments/smolyak_experiment/results/weighted_level20_compare_sweep_20260401/compare_smolyak_vs_mc_1775041516.json,indexed,indexed,22706,2984248,0.03522505193489864,1.3680663347865145,8.719136076685424e-05,1.3418043781712186,1024,0.0005687910750241509,0.22775728939450346,False,False,False
shifted_anisotropic_gaussian,experiments/smolyak_experiment/results/weighted_level20_compare_sweep_20260401/compare_smolyak_vs_mc_1775041519.json,indexed,indexed,22706,2984248,0.007195703662762863,1.3485623348969966,7.20359406801434e-05,1.3387874993592654,1024,0.00040595773422521294,0.22280670964391902,False,False,False
balanced_exponential,experiments/smolyak_experiment/results/weighted_level20_compare_sweep_20260401/compare_smolyak_vs_mc_1775041522.json,indexed,indexed,22706,2984248,2.8809372740594075,1.3840233441442251,0.11180914939940606,1.3268410378562598,1024,0.5352653720909913,0.23290324800958234,False,False,False
absolute_sum,experiments/smolyak_experiment/results/weighted_level20_compare_sweep_20260401/compare_smolyak_vs_mc_1775041525.json,indexed,indexed,22706,2984248,9.509232313518044,1.1415763292461634,0.003786078896979461,0.24369308327247077,1024,0.024631900540540208,0.24100037262542173,False,False,False
